ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
477,3/18/2016,3/25/2016,17488,1,1,SO54559,1,1,4.99,1.87,4.99,0.4
528,3/18/2016,3/25/2016,16044,1,8,SO54560,1,1,4.99,1.87,4.99,0.4
471,3/18/2016,3/25/2016,16044,1,8,SO54560,2,1,63.5,23.75,63.5,5.08
529,3/18/2016,3/25/2016,16295,1,7,SO54561,1,1,3.99,1.49,3.99,0.32
539,3/18/2016,3/25/2016,16295,1,7,SO54561,2,1,24.99,9.35,24.99,2
217,3/18/2016,3/25/2016,16295,1,7,SO54561,3,1,34.99,13.09,34.99,2.8
228,3/18/2016,3/25/2016,16295,1,7,SO54561,4,1,49.99,38.49,49.99,4
465,3/18/2016,3/25/2016,16295,1,7,SO54561,5,1,24.49,9.16,24.49,1.96
528,3/18/2016,3/25/2016,13764,1,7,SO54562,1,1,4.99,1.87,4.99,0.4
537,3/18/2016,3/25/2016,13764,1,7,SO54562,2,1,35,13.09,35,2.8
214,3/18/2016,3/25/2016,13764,1,7,SO54562,3,1,34.99,13.09,34.99,2.8
539,3/18/2016,3/25/2016,14811,1,8,SO54563,1,1,24.99,9.35,24.99,2
529,3/18/2016,3/25/2016,14811,1,8,SO54563,2,1,3.99,1.49,3.99,0.32
484,3/18/2016,3/25/2016,14811,1,8,SO54563,3,1,7.95,2.97,7.95,0.64
538,3/18/2016,3/25/2016,27001,1,8,SO54564,1,1,21.49,8.04,21.49,1.72
225,3/18/2016,3/25/2016,27001,1,8,SO54564,2,1,8.99,6.92,8.99,0.72
541,3/18/2016,3/25/2016,14535,1,10,SO54565,1,1,28.99,10.84,28.99,2.32
530,3/18/2016,3/25/2016,27836,1,7,SO54566,1,1,4.99,1.87,4.99,0.4
530,3/18/2016,3/25/2016,27926,1,7,SO54567,1,1,4.99,1.87,4.99,0.4
530,3/18/2016,3/25/2016,28423,1,8,SO54568,1,1,4.99,1.87,4.99,0.4
541,3/18/2016,3/25/2016,28423,1,8,SO54568,2,1,28.99,10.84,28.99,2.32
530,3/18/2016,3/25/2016,26841,1,7,SO54569,1,1,4.99,1.87,4.99,0.4
541,3/18/2016,3/25/2016,26841,1,7,SO54569,2,1,28.99,10.84,28.99,2.32
225,3/18/2016,3/25/2016,26841,1,7,SO54569,3,1,8.99,6.92,8.99,0.72
217,3/18/2016,3/25/2016,26841,1,7,SO54569,4,1,34.99,13.09,34.99,2.8
541,3/18/2016,3/25/2016,12568,1,10,SO54570,1,1,28.99,10.84,28.99,2.32
530,3/18/2016,3/25/2016,12568,1,10,SO54570,2,1,4.99,1.87,4.99,0.4
465,3/18/2016,3/25/2016,12568,1,10,SO54570,3,1,24.49,9.16,24.49,1.96
598,3/18/2016,3/25/2016,15860,1,1,SO54571,1,1,539.99,294.58,539.99,43.2
588,3/18/2016,3/25/2016,13938,1,4,SO54572,1,1,769.49,419.78,769.49,61.56
536,3/18/2016,3/25/2016,13938,1,4,SO54572,2,1,29.99,11.22,29.99,2.4
528,3/18/2016,3/25/2016,13938,1,4,SO54572,3,1,4.99,1.87,4.99,0.4
214,3/18/2016,3/25/2016,13938,1,4,SO54572,4,1,34.99,13.09,34.99,2.8
228,3/18/2016,3/25/2016,13938,1,4,SO54572,5,1,49.99,38.49,49.99,4
359,3/18/2016,3/25/2016,12189,1,4,SO54573,1,1,"2,294.99","1,251.98","2,294.99",183.6
485,3/18/2016,3/25/2016,12189,1,4,SO54573,2,1,21.98,8.22,21.98,1.76
487,3/18/2016,3/25/2016,12189,1,4,SO54573,3,1,54.99,20.57,54.99,4.4
357,3/18/2016,3/25/2016,12710,1,6,SO54574,1,1,"2,319.99","1,265.62","2,319.99",185.6
222,3/18/2016,3/25/2016,12710,1,6,SO54574,2,1,34.99,13.09,34.99,2.8
582,3/18/2016,3/25/2016,18739,1,9,SO54575,1,1,"1,700.99","1,082.51","1,700.99",136.08
529,3/18/2016,3/25/2016,18739,1,9,SO54575,2,1,3.99,1.49,3.99,0.32
539,3/18/2016,3/25/2016,18739,1,9,SO54575,3,1,24.99,9.35,24.99,2
472,3/18/2016,3/25/2016,18739,1,9,SO54575,4,1,63.5,23.75,63.5,5.08
605,3/18/2016,3/25/2016,26774,1,9,SO54576,1,1,539.99,343.65,539.99,43.2
481,3/18/2016,3/25/2016,26774,1,9,SO54576,2,1,8.99,3.36,8.99,0.72
380,3/18/2016,3/25/2016,18737,1,9,SO54577,1,1,"2,443.35","1,554.95","2,443.35",195.47
372,3/18/2016,3/25/2016,18747,1,9,SO54578,1,1,"2,443.35","1,554.95","2,443.35",195.47
479,3/18/2016,3/25/2016,18747,1,9,SO54578,2,1,8.99,3.36,8.99,0.72
477,3/18/2016,3/25/2016,18747,1,9,SO54578,3,1,4.99,1.87,4.99,0.4
488,3/18/2016,3/25/2016,18747,1,9,SO54578,4,1,53.99,41.57,53.99,4.32
376,3/18/2016,3/25/2016,18710,1,9,SO54579,1,1,"2,443.35","1,554.95","2,443.35",195.47
479,3/18/2016,3/25/2016,18710,1,9,SO54579,2,1,8.99,3.36,8.99,0.72
477,3/18/2016,3/25/2016,18710,1,9,SO54579,3,1,4.99,1.87,4.99,0.4
491,3/18/2016,3/25/2016,18710,1,9,SO54579,4,1,53.99,41.57,53.99,4.32
225,3/18/2016,3/25/2016,18710,1,9,SO54579,5,1,8.99,6.92,8.99,0.72
568,3/18/2016,3/25/2016,28841,13,4,SO54580,1,1,742.35,461.44,742.35,59.39
479,3/18/2016,3/25/2016,28841,1,4,SO54580,2,1,8.99,3.36,8.99,0.72
477,3/18/2016,3/25/2016,28841,1,4,SO54580,3,1,4.99,1.87,4.99,0.4
569,3/18/2016,3/25/2016,16754,13,6,SO54581,1,1,742.35,461.44,742.35,59.39
479,3/18/2016,3/25/2016,16754,1,6,SO54581,2,1,8.99,3.36,8.99,0.72
477,3/18/2016,3/25/2016,16754,1,6,SO54581,3,1,4.99,1.87,4.99,0.4
357,3/18/2016,3/25/2016,11906,1,9,SO54582,1,1,"2,319.99","1,265.62","2,319.99",185.6
485,3/18/2016,3/25/2016,11906,1,9,SO54582,2,1,21.98,8.22,21.98,1.76
478,3/18/2016,3/25/2016,11906,1,9,SO54582,3,1,9.99,3.74,9.99,0.8
477,3/18/2016,3/25/2016,11906,1,9,SO54582,4,1,4.99,1.87,4.99,0.4
222,3/18/2016,3/25/2016,11906,1,9,SO54582,5,1,34.99,13.09,34.99,2.8
574,3/18/2016,3/25/2016,24734,1,1,SO54583,1,1,"2,384.07","1,481.94","2,384.07",190.73
477,3/18/2016,3/25/2016,24734,1,1,SO54583,2,1,4.99,1.87,4.99,0.4
479,3/18/2016,3/25/2016,24734,1,1,SO54583,3,1,8.99,3.36,8.99,0.72
217,3/18/2016,3/25/2016,24734,1,1,SO54583,4,1,34.99,13.09,34.99,2.8
234,3/18/2016,3/25/2016,24734,1,1,SO54583,5,1,49.99,38.49,49.99,4
225,3/18/2016,3/25/2016,24734,1,1,SO54583,6,1,8.99,6.92,8.99,0.72
606,3/18/2016,3/25/2016,21903,1,4,SO54584,1,1,539.99,343.65,539.99,43.2
225,3/18/2016,3/25/2016,21903,1,4,SO54584,2,1,8.99,6.92,8.99,0.72
374,3/19/2016,3/26/2016,18495,2,9,SO54585,1,1,"2,443.35","1,554.95","2,443.35",195.47
372,3/19/2016,3/26/2016,18496,1,9,SO54586,1,1,"2,443.35","1,554.95","2,443.35",195.47
529,3/19/2016,3/26/2016,18496,1,9,SO54586,2,1,3.99,1.49,3.99,0.32
471,3/19/2016,3/26/2016,18496,1,9,SO54586,3,1,63.5,23.75,63.5,5.08
540,3/19/2016,3/26/2016,18496,1,9,SO54586,4,1,32.6,12.19,32.6,2.61
388,3/19/2016,3/26/2016,16515,1,9,SO54587,1,1,"1,120.49",713.08,"1,120.49",89.64
214,3/19/2016,3/26/2016,16515,1,9,SO54587,2,1,34.99,13.09,34.99,2.8
386,3/19/2016,3/26/2016,24889,1,9,SO54588,1,1,"1,120.49",713.08,"1,120.49",89.64
539,3/19/2016,3/26/2016,24889,1,9,SO54588,2,1,24.99,9.35,24.99,2
529,3/19/2016,3/26/2016,24889,1,9,SO54588,3,1,3.99,1.49,3.99,0.32
483,3/19/2016,3/26/2016,24889,1,9,SO54588,4,1,120,44.88,120,9.6
359,3/19/2016,3/26/2016,11575,1,10,SO54589,1,1,"2,294.99","1,251.98","2,294.99",183.6
353,3/19/2016,3/26/2016,11564,2,8,SO54590,1,1,"2,319.99","1,265.62","2,319.99",185.6
528,3/19/2016,3/26/2016,22006,1,9,SO54591,1,1,4.99,1.87,4.99,0.4
537,3/19/2016,3/26/2016,22006,1,9,SO54591,2,1,35,13.09,35,2.8
480,3/19/2016,3/26/2016,22006,1,9,SO54591,3,1,2.29,0.86,2.29,0.18
528,3/19/2016,3/26/2016,21406,1,9,SO54592,1,1,4.99,1.87,4.99,0.4
537,3/19/2016,3/26/2016,21406,1,9,SO54592,2,1,35,13.09,35,2.8
217,3/19/2016,3/26/2016,21406,1,9,SO54592,3,1,34.99,13.09,34.99,2.8
478,3/19/2016,3/26/2016,11071,1,9,SO54593,1,1,9.99,3.74,9.99,0.8
477,3/19/2016,3/26/2016,11071,1,9,SO54593,2,1,4.99,1.87,4.99,0.4
484,3/19/2016,3/26/2016,11114,1,9,SO54594,1,1,7.95,2.97,7.95,0.64
529,3/19/2016,3/26/2016,26784,1,9,SO54595,1,1,3.99,1.49,3.99,0.32
217,3/19/2016,3/26/2016,26784,1,9,SO54595,2,1,34.99,13.09,34.99,2.8
234,3/19/2016,3/26/2016,26784,1,9,SO54595,3,1,49.99,38.49,49.99,4
480,3/19/2016,3/26/2016,12036,1,9,SO54596,1,1,2.29,0.86,2.29,0.18
486,3/19/2016,3/26/2016,14312,1,9,SO54597,1,1,159,59.47,159,12.72
581,3/19/2016,3/26/2016,21103,1,10,SO54598,1,1,"1,700.99","1,082.51","1,700.99",136.08
477,3/19/2016,3/26/2016,21103,1,10,SO54598,2,1,4.99,1.87,4.99,0.4
479,3/19/2016,3/26/2016,21103,1,10,SO54598,3,1,8.99,3.36,8.99,0.72
225,3/19/2016,3/26/2016,21103,1,10,SO54598,4,1,8.99,6.92,8.99,0.72
580,3/19/2016,3/26/2016,17635,1,8,SO54599,1,1,"1,700.99","1,082.51","1,700.99",136.08
225,3/19/2016,3/26/2016,17635,1,8,SO54599,2,1,8.99,6.92,8.99,0.72
597,3/19/2016,3/26/2016,14956,1,8,SO54600,1,1,539.99,294.58,539.99,43.2
535,3/19/2016,3/26/2016,14956,1,8,SO54600,2,1,24.99,9.35,24.99,2
480,3/19/2016,3/26/2016,14956,1,8,SO54600,3,1,2.29,0.86,2.29,0.18
380,3/19/2016,3/26/2016,27937,1,8,SO54601,1,1,"2,443.35","1,554.95","2,443.35",195.47
540,3/19/2016,3/26/2016,27937,1,8,SO54601,2,1,32.6,12.19,32.6,2.61
529,3/19/2016,3/26/2016,27937,1,8,SO54601,3,1,3.99,1.49,3.99,0.32
480,3/19/2016,3/26/2016,27937,1,8,SO54601,4,1,2.29,0.86,2.29,0.18
486,3/19/2016,3/26/2016,27937,1,8,SO54601,5,1,159,59.47,159,12.72
378,3/19/2016,3/26/2016,12323,1,7,SO54602,1,1,"2,443.35","1,554.95","2,443.35",195.47
479,3/19/2016,3/26/2016,12323,1,7,SO54602,2,1,8.99,3.36,8.99,0.72
477,3/19/2016,3/26/2016,12323,1,7,SO54602,3,1,4.99,1.87,4.99,0.4
222,3/19/2016,3/26/2016,12323,1,7,SO54602,4,1,34.99,13.09,34.99,2.8
225,3/19/2016,3/26/2016,12323,1,7,SO54602,5,1,8.99,6.92,8.99,0.72
357,3/19/2016,3/26/2016,11603,2,10,SO54603,1,1,"2,319.99","1,265.62","2,319.99",185.6
355,3/19/2016,3/26/2016,13560,1,8,SO54604,1,1,"2,319.99","1,265.62","2,319.99",185.6
478,3/19/2016,3/26/2016,13560,1,8,SO54604,2,1,9.99,3.74,9.99,0.8
477,3/19/2016,3/26/2016,13560,1,8,SO54604,3,1,4.99,1.87,4.99,0.4
529,3/19/2016,3/26/2016,11199,1,4,SO54605,1,1,3.99,1.49,3.99,0.32
480,3/19/2016,3/26/2016,11199,1,4,SO54605,2,1,2.29,0.86,2.29,0.18
225,3/19/2016,3/26/2016,28143,1,1,SO54606,1,1,8.99,6.92,8.99,0.72
530,3/19/2016,3/26/2016,28143,1,1,SO54606,2,1,4.99,1.87,4.99,0.4
231,3/19/2016,3/26/2016,12064,1,1,SO54607,1,1,49.99,38.49,49.99,4
463,3/19/2016,3/26/2016,12064,1,1,SO54607,2,1,24.49,9.16,24.49,1.96
539,3/19/2016,3/26/2016,28981,1,4,SO54608,1,1,24.99,9.35,24.99,2
480,3/19/2016,3/26/2016,28981,1,4,SO54608,2,1,2.29,0.86,2.29,0.18
538,3/19/2016,3/26/2016,19223,1,6,SO54609,1,1,21.49,8.04,21.49,1.72
529,3/19/2016,3/26/2016,11502,1,6,SO54610,1,1,3.99,1.49,3.99,0.32
539,3/19/2016,3/26/2016,11502,1,6,SO54610,2,1,24.99,9.35,24.99,2
217,3/19/2016,3/26/2016,11502,1,6,SO54610,3,1,34.99,13.09,34.99,2.8
488,3/19/2016,3/26/2016,11502,1,6,SO54610,4,1,53.99,41.57,53.99,4.32
536,3/19/2016,3/26/2016,19836,1,6,SO54611,1,1,29.99,11.22,29.99,2.4
482,3/19/2016,3/26/2016,19836,1,6,SO54611,2,1,8.99,3.36,8.99,0.72
528,3/19/2016,3/26/2016,11824,1,6,SO54612,1,1,4.99,1.87,4.99,0.4
536,3/19/2016,3/26/2016,11824,1,6,SO54612,2,1,29.99,11.22,29.99,2.4
217,3/19/2016,3/26/2016,11824,1,6,SO54612,3,1,34.99,13.09,34.99,2.8
478,3/19/2016,3/26/2016,22009,1,4,SO54613,1,1,9.99,3.74,9.99,0.8
528,3/19/2016,3/26/2016,19015,1,6,SO54614,1,1,4.99,1.87,4.99,0.4
536,3/19/2016,3/26/2016,19015,1,6,SO54614,2,1,29.99,11.22,29.99,2.4
222,3/19/2016,3/26/2016,19015,1,6,SO54614,3,1,34.99,13.09,34.99,2.8
463,3/19/2016,3/26/2016,19015,1,6,SO54614,4,1,24.49,9.16,24.49,1.96
528,3/19/2016,3/26/2016,22226,1,4,SO54615,1,1,4.99,1.87,4.99,0.4
536,3/19/2016,3/26/2016,22226,1,4,SO54615,2,1,29.99,11.22,29.99,2.4
536,3/19/2016,3/26/2016,23051,1,1,SO54616,1,1,29.99,11.22,29.99,2.4
528,3/19/2016,3/26/2016,23051,1,1,SO54616,2,1,4.99,1.87,4.99,0.4
477,3/19/2016,3/26/2016,14502,1,6,SO54617,1,1,4.99,1.87,4.99,0.4
478,3/19/2016,3/26/2016,14502,1,6,SO54617,2,1,9.99,3.74,9.99,0.8
478,3/19/2016,3/26/2016,14725,1,6,SO54618,1,1,9.99,3.74,9.99,0.8
477,3/19/2016,3/26/2016,14725,1,6,SO54618,2,1,4.99,1.87,4.99,0.4
487,3/19/2016,3/26/2016,14725,1,6,SO54618,3,1,54.99,20.57,54.99,4.4
474,3/19/2016,3/26/2016,20308,1,4,SO54619,1,1,69.99,26.18,69.99,5.6
474,3/19/2016,3/26/2016,20121,1,1,SO54620,1,1,69.99,26.18,69.99,5.6
475,3/19/2016,3/26/2016,18521,1,4,SO54621,1,1,69.99,26.18,69.99,5.6
228,3/19/2016,3/26/2016,18521,1,4,SO54621,2,1,49.99,38.49,49.99,4
475,3/19/2016,3/26/2016,18601,1,4,SO54622,1,1,69.99,26.18,69.99,5.6
477,3/19/2016,3/26/2016,23798,1,6,SO54623,1,1,4.99,1.87,4.99,0.4
487,3/19/2016,3/26/2016,23798,1,6,SO54623,2,1,54.99,20.57,54.99,4.4
484,3/19/2016,3/26/2016,23798,1,6,SO54623,3,1,7.95,2.97,7.95,0.64
477,3/19/2016,3/26/2016,16965,1,4,SO54624,1,1,4.99,1.87,4.99,0.4
222,3/19/2016,3/26/2016,16965,1,4,SO54624,2,1,34.99,13.09,34.99,2.8
528,3/19/2016,3/26/2016,15406,1,1,SO54625,1,1,4.99,1.87,4.99,0.4
480,3/19/2016,3/26/2016,15406,2,1,SO54625,2,1,2.29,0.86,2.29,0.18
528,3/19/2016,3/26/2016,27300,1,6,SO54626,1,1,4.99,1.87,4.99,0.4
480,3/19/2016,3/26/2016,27300,2,6,SO54626,2,1,2.29,0.86,2.29,0.18
485,3/19/2016,3/26/2016,18919,1,6,SO54627,1,1,21.98,8.22,21.98,1.76
217,3/19/2016,3/26/2016,18919,1,6,SO54627,2,1,34.99,13.09,34.99,2.8
234,3/19/2016,3/26/2016,18919,1,6,SO54627,3,1,49.99,38.49,49.99,4
528,3/19/2016,3/26/2016,16059,1,8,SO54628,1,1,4.99,1.87,4.99,0.4
485,3/19/2016,3/26/2016,16059,1,8,SO54628,2,1,21.98,8.22,21.98,1.76
483,3/19/2016,3/26/2016,16059,1,8,SO54628,3,1,120,44.88,120,9.6
485,3/19/2016,3/26/2016,20086,1,6,SO54629,1,1,21.98,8.22,21.98,1.76
217,3/19/2016,3/26/2016,20086,1,6,SO54629,2,1,34.99,13.09,34.99,2.8
529,3/19/2016,3/26/2016,17631,1,8,SO54630,1,1,3.99,1.49,3.99,0.32
217,3/19/2016,3/26/2016,17631,1,8,SO54630,2,1,34.99,13.09,34.99,2.8
231,3/19/2016,3/26/2016,17631,1,8,SO54630,3,1,49.99,38.49,49.99,4
225,3/19/2016,3/26/2016,17631,1,8,SO54630,4,1,8.99,6.92,8.99,0.72
477,3/19/2016,3/26/2016,12490,1,7,SO54631,1,1,4.99,1.87,4.99,0.4
489,3/19/2016,3/26/2016,12490,1,7,SO54631,2,1,53.99,41.57,53.99,4.32
529,3/19/2016,3/26/2016,26896,1,10,SO54632,1,1,3.99,1.49,3.99,0.32
482,3/19/2016,3/26/2016,26896,1,10,SO54632,2,1,8.99,3.36,8.99,0.72
541,3/19/2016,3/26/2016,14546,1,10,SO54633,1,1,28.99,10.84,28.99,2.32
530,3/19/2016,3/26/2016,16190,1,10,SO54634,1,1,4.99,1.87,4.99,0.4
480,3/19/2016,3/26/2016,16190,2,10,SO54634,2,1,2.29,0.86,2.29,0.18
530,3/19/2016,3/26/2016,12828,1,8,SO54635,1,1,4.99,1.87,4.99,0.4
231,3/19/2016,3/26/2016,12828,1,8,SO54635,2,1,49.99,38.49,49.99,4
528,3/19/2016,3/26/2016,11845,1,6,SO54636,1,1,4.99,1.87,4.99,0.4
537,3/19/2016,3/26/2016,11845,1,6,SO54636,2,1,35,13.09,35,2.8
480,3/19/2016,3/26/2016,11845,1,6,SO54636,3,1,2.29,0.86,2.29,0.18
485,3/19/2016,3/26/2016,12531,1,1,SO54637,1,1,21.98,8.22,21.98,1.76
485,3/19/2016,3/26/2016,13070,1,1,SO54638,1,1,21.98,8.22,21.98,1.76
217,3/19/2016,3/26/2016,13070,1,1,SO54638,2,1,34.99,13.09,34.99,2.8
583,3/19/2016,3/26/2016,20664,1,1,SO54639,1,1,"1,700.99","1,082.51","1,700.99",136.08
539,3/19/2016,3/26/2016,20664,1,1,SO54639,2,1,24.99,9.35,24.99,2
529,3/19/2016,3/26/2016,20664,1,1,SO54639,3,1,3.99,1.49,3.99,0.32
222,3/19/2016,3/26/2016,20664,1,1,SO54639,4,1,34.99,13.09,34.99,2.8
580,3/19/2016,3/26/2016,12765,1,6,SO54640,1,1,"1,700.99","1,082.51","1,700.99",136.08
228,3/19/2016,3/26/2016,12765,1,6,SO54640,2,1,49.99,38.49,49.99,4
596,3/19/2016,3/26/2016,13066,1,1,SO54641,1,1,539.99,294.58,539.99,43.2
477,3/19/2016,3/26/2016,13066,1,1,SO54641,2,1,4.99,1.87,4.99,0.4
478,3/19/2016,3/26/2016,13066,1,1,SO54641,3,1,9.99,3.74,9.99,0.8
222,3/19/2016,3/26/2016,13066,1,1,SO54641,4,1,34.99,13.09,34.99,2.8
594,3/19/2016,3/26/2016,19021,1,1,SO54642,1,1,564.99,308.22,564.99,45.2
478,3/19/2016,3/26/2016,19021,1,1,SO54642,2,1,9.99,3.74,9.99,0.8
477,3/19/2016,3/26/2016,19021,1,1,SO54642,3,1,4.99,1.87,4.99,0.4
222,3/19/2016,3/26/2016,19021,1,1,SO54642,4,1,34.99,13.09,34.99,2.8
588,3/19/2016,3/26/2016,13890,1,1,SO54643,1,1,769.49,419.78,769.49,61.56
485,3/19/2016,3/26/2016,13890,1,1,SO54643,2,1,21.98,8.22,21.98,1.76
481,3/19/2016,3/26/2016,13890,1,1,SO54643,3,1,8.99,3.36,8.99,0.72
359,3/19/2016,3/26/2016,12169,1,4,SO54644,1,1,"2,294.99","1,251.98","2,294.99",183.6
537,3/19/2016,3/26/2016,12169,1,4,SO54644,2,1,35,13.09,35,2.8
528,3/19/2016,3/26/2016,12169,1,4,SO54644,3,1,4.99,1.87,4.99,0.4
217,3/19/2016,3/26/2016,12169,1,4,SO54644,4,1,34.99,13.09,34.99,2.8
363,3/19/2016,3/26/2016,12172,1,4,SO54645,1,1,"2,294.99","1,251.98","2,294.99",183.6
485,3/19/2016,3/26/2016,12172,1,4,SO54645,2,1,21.98,8.22,21.98,1.76
217,3/19/2016,3/26/2016,12172,1,4,SO54645,3,1,34.99,13.09,34.99,2.8
363,3/19/2016,3/26/2016,12184,1,1,SO54646,1,1,"2,294.99","1,251.98","2,294.99",183.6
480,3/19/2016,3/26/2016,12184,1,1,SO54646,2,1,2.29,0.86,2.29,0.18
363,3/19/2016,3/26/2016,12112,1,4,SO54647,1,1,"2,294.99","1,251.98","2,294.99",183.6
485,3/19/2016,3/26/2016,12112,1,4,SO54647,2,1,21.98,8.22,21.98,1.76
214,3/19/2016,3/26/2016,12112,1,4,SO54647,3,1,34.99,13.09,34.99,2.8
355,3/19/2016,3/26/2016,11888,1,6,SO54648,1,1,"2,319.99","1,265.62","2,319.99",185.6
485,3/19/2016,3/26/2016,11888,1,6,SO54648,2,1,21.98,8.22,21.98,1.76
214,3/19/2016,3/26/2016,11888,1,6,SO54648,3,1,34.99,13.09,34.99,2.8
378,3/19/2016,3/26/2016,18693,1,9,SO54649,1,1,"2,443.35","1,554.95","2,443.35",195.47
574,3/19/2016,3/26/2016,28935,1,9,SO54650,1,1,"2,384.07","1,481.94","2,384.07",190.73
222,3/19/2016,3/26/2016,28935,1,9,SO54650,2,1,34.99,13.09,34.99,2.8
577,3/19/2016,3/26/2016,25204,1,4,SO54651,1,1,"1,214.85",755.15,"1,214.85",97.19
217,3/19/2016,3/26/2016,25204,1,4,SO54651,2,1,34.99,13.09,34.99,2.8
604,3/19/2016,3/26/2016,22042,1,4,SO54652,1,1,539.99,343.65,539.99,43.2
388,3/19/2016,3/26/2016,19549,1,1,SO54653,1,1,"1,120.49",713.08,"1,120.49",89.64
491,3/19/2016,3/26/2016,19549,1,1,SO54653,2,1,53.99,41.57,53.99,4.32
225,3/19/2016,3/26/2016,19549,1,1,SO54653,3,1,8.99,6.92,8.99,0.72
390,3/19/2016,3/26/2016,14735,1,1,SO54654,1,1,"1,120.49",713.08,"1,120.49",89.64
217,3/19/2016,3/26/2016,14735,1,1,SO54654,2,1,34.99,13.09,34.99,2.8
388,3/19/2016,3/26/2016,13148,1,6,SO54655,1,1,"1,120.49",713.08,"1,120.49",89.64
479,3/19/2016,3/26/2016,13148,1,6,SO54655,2,1,8.99,3.36,8.99,0.72
484,3/19/2016,3/26/2016,13148,1,6,SO54655,3,1,7.95,2.97,7.95,0.64
564,3/19/2016,3/26/2016,15114,1,8,SO54656,1,1,"2,384.07","1,481.94","2,384.07",190.73
530,3/19/2016,3/26/2016,15114,1,8,SO54656,2,1,4.99,1.87,4.99,0.4
541,3/19/2016,3/26/2016,15114,1,8,SO54656,3,1,28.99,10.84,28.99,2.32
480,3/19/2016,3/26/2016,15114,1,8,SO54656,4,1,2.29,0.86,2.29,0.18
376,3/20/2016,3/27/2016,18487,1,9,SO54657,1,1,"2,443.35","1,554.95","2,443.35",195.47
372,3/20/2016,3/27/2016,18493,1,9,SO54658,1,1,"2,443.35","1,554.95","2,443.35",195.47
484,3/20/2016,3/27/2016,18493,1,9,SO54658,2,1,7.95,2.97,7.95,0.64
353,3/20/2016,3/27/2016,12805,1,7,SO54659,1,1,"2,319.99","1,265.62","2,319.99",185.6
537,3/20/2016,3/27/2016,12805,1,7,SO54659,2,1,35,13.09,35,2.8
353,3/20/2016,3/27/2016,12316,1,10,SO54660,1,1,"2,319.99","1,265.62","2,319.99",185.6
478,3/20/2016,3/27/2016,12316,1,10,SO54660,2,1,9.99,3.74,9.99,0.8
477,3/20/2016,3/27/2016,12316,1,10,SO54660,3,1,4.99,1.87,4.99,0.4
225,3/20/2016,3/27/2016,12316,1,10,SO54660,4,1,8.99,6.92,8.99,0.72
479,3/20/2016,3/27/2016,11176,1,6,SO54661,1,1,8.99,3.36,8.99,0.72
477,3/20/2016,3/27/2016,11176,1,6,SO54661,2,1,4.99,1.87,4.99,0.4
484,3/20/2016,3/27/2016,11300,1,6,SO54662,1,1,7.95,2.97,7.95,0.64
463,3/20/2016,3/27/2016,28590,1,1,SO54663,1,1,24.49,9.16,24.49,1.96
222,3/20/2016,3/27/2016,28590,1,1,SO54663,2,1,34.99,13.09,34.99,2.8
528,3/20/2016,3/27/2016,13046,1,9,SO54664,1,1,4.99,1.87,4.99,0.4
535,3/20/2016,3/27/2016,13046,1,9,SO54664,2,1,24.99,9.35,24.99,2
485,3/20/2016,3/27/2016,16488,1,9,SO54665,1,1,21.98,8.22,21.98,1.76
217,3/20/2016,3/27/2016,16488,1,9,SO54665,2,1,34.99,13.09,34.99,2.8
489,3/20/2016,3/27/2016,16488,1,9,SO54665,3,1,53.99,41.57,53.99,4.32
225,3/20/2016,3/27/2016,16488,1,9,SO54665,4,1,8.99,6.92,8.99,0.72
485,3/20/2016,3/27/2016,18704,1,9,SO54666,1,1,21.98,8.22,21.98,1.76
225,3/20/2016,3/27/2016,18704,1,9,SO54666,2,1,8.99,6.92,8.99,0.72
225,3/20/2016,3/27/2016,17078,1,9,SO54667,1,1,8.99,6.92,8.99,0.72
488,3/20/2016,3/27/2016,17078,1,9,SO54667,2,1,53.99,41.57,53.99,4.32
217,3/20/2016,3/27/2016,15139,1,9,SO54668,1,1,34.99,13.09,34.99,2.8
540,3/20/2016,3/27/2016,18287,1,9,SO54669,1,1,32.6,12.19,32.6,2.61
480,3/20/2016,3/27/2016,18287,1,9,SO54669,2,1,2.29,0.86,2.29,0.18
598,3/20/2016,3/27/2016,14952,1,8,SO54670,1,1,539.99,294.58,539.99,43.2
217,3/20/2016,3/27/2016,14952,1,8,SO54670,2,1,34.99,13.09,34.99,2.8
376,3/20/2016,3/27/2016,16408,1,7,SO54671,1,1,"2,443.35","1,554.95","2,443.35",195.47
479,3/20/2016,3/27/2016,16408,1,7,SO54671,2,1,8.99,3.36,8.99,0.72
477,3/20/2016,3/27/2016,16408,1,7,SO54671,3,1,4.99,1.87,4.99,0.4
488,3/20/2016,3/27/2016,16408,1,7,SO54671,4,1,53.99,41.57,53.99,4.32
376,3/20/2016,3/27/2016,20052,1,10,SO54672,1,1,"2,443.35","1,554.95","2,443.35",195.47
540,3/20/2016,3/27/2016,20052,1,10,SO54672,2,1,32.6,12.19,32.6,2.61
529,3/20/2016,3/27/2016,20052,1,10,SO54672,3,1,3.99,1.49,3.99,0.32
222,3/20/2016,3/27/2016,20052,1,10,SO54672,4,1,34.99,13.09,34.99,2.8
361,3/20/2016,3/27/2016,11609,1,10,SO54673,1,1,"2,294.99","1,251.98","2,294.99",183.6
